m_avg_10,m_avg_30,order_type,profit_or_loss
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
1.13,1.13,sell,0.010000000000000009
